,ident,grp,col,country,cid,name,Unnamed: 0,Unnamed: 0.1,MEP.ID,FullName,Country,Party,EPG,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1,lastname,firstname
631,96758,G_EFA,#009900,Germany,DEU,gerald_häfner,259.0,"HÄFNER, Gerald",260.0,"HÄFNER, Gerald",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3851.0,222.0,169.0,1521.0,0.8353537917137149,0.932153392330384,-0.3715900182724001,0.7902673482894901,0.0,0.0,0.0,HÄFNER,Gerald
632,111126,EPP,#80BFFF,Poland,POL,arkadiusz_tomasz_bratkowski,770.0,"BRATKOWSKI, Arkadiusz Tomasz",771.0,"BRATKOWSKI, Arkadiusz Tomasz",Poland,Polskie Stronnictwo Ludowe,Group of the European People's Party (Christian Democrats),2405.0,154.0,54.0,1578.0,0.8769120573997501,0.95036984013362,-0.00944780837744474,-0.9999553561210628,0.0,0.0,0.0,BRATKOWSKI,Arkadiusz Tomasz
633,111017,S_D,#FF0000,Spain,ESP,dolores_garcía-hierro_caraballo,777.0,"GARCÍA-HIERRO CARABALLO, Dolores",778.0,"GARCÍA-HIERRO CARABALLO, Dolores",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2451.0,116.0,162.0,891.0,0.8332567811012271,0.923204419889503,-0.184212252497673,-0.2841046452522281,0.0,0.0,0.0,GARCÍA-HIERRO CARABALLO,Dolores
634,96823,EPP,#80BFFF,Romania,ROU,petru_constantin_luhan,403.0,"LUHAN, Petru Constantin",404.0,"LUHAN, Petru Constantin",Romania,Partidul Democrat-Liberal,Group of the European People's Party (Christian Democrats),3403.0,85.0,110.0,2093.0,0.903793573379517,0.965735371639431,-0.0171590689569712,-0.9998527765274052,0.0,0.0,0.0,LUHAN,Petru Constantin
635,97228,S_D,#FF0000,Italy,ITA,pino_arlacchi,20.0,"ARLACCHI, Pino",21.0,"ARLACCHI, Pino",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3370.0,193.0,230.0,1233.0,0.8089002370834351,0.9158376442499008,-0.18588726222515095,-0.0833901390433311,0.0,0.0,0.0,ARLACCHI,Pino
636,38601,EPP,#80BFFF,Bulgaria,BGR,vladimir_urutchev,677.0,"URUTCHEV, Vladimir",678.0,"URUTCHEV, Vladimir",Bulgaria,Citizens for European Development of Bulgaria,Group of the European People's Party (Christian Democrats),3613.0,93.0,68.0,2161.0,0.914097547531128,0.972872788542544,-0.0144243678078055,-0.999896049499512,0.0,0.0,0.0,URUTCHEV,Vladimir
637,103246,NI,#DDDDDD,Netherlands,NLD,auke_zijlstra,766.0,"ZIJLSTRA, Auke",767.0,"ZIJLSTRA, Auke",Netherlands,Partij voor de Vrijheid,Non-attached Members,455.0,512.0,274.0,2681.0,0.6693943738937379,0.7995920448750641,0.8531570434570309,0.5216540694236761,0.0,0.0,0.0,ZIJLSTRA,Auke
639,23808,S_D,#FF0000,Hungary,HUN,csaba_sándor_tabajdi,640.0,"TABAJDI, Csaba Sándor",641.0,"TABAJDI, Csaba Sándor",Hungary,Magyar Szocialista Párt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3837.0,144.0,282.0,1402.0,0.819264948368073,0.924801412180053,-0.18250834941864005,-0.15218850970268202,0.0,0.0,0.0,TABAJDI,Csaba Sándor
640,1191,EPP,#80BFFF,Germany,DEU,doris_pack,488.0,"PACK, Doris",489.0,"PACK, Doris",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3522.0,148.0,118.0,2136.0,0.8836415410041809,0.955097906819716,-0.015576284378767,-0.966540157794952,0.0,0.0,0.0,PACK,Doris
642,96865,S_D,#FF0000,Italy,ITA,debora_serracchiani,593.0,"SERRACCHIANI, Debora",594.0,"SERRACCHIANI, Debora",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1632.0,60.0,78.0,683.0,0.857892036437988,0.94374235629841,-0.201231211423874,-0.208316043019295,0.0,0.0,0.0,SERRACCHIANI,Debora
643,33989,S_D,#FF0000,Romania,ROU,daciana_octavia_sârbu,567.0,"SÂRBU, Daciana Octavia",568.0,"SÂRBU, Daciana Octavia",Romania,Partidul Social Democrat,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3268.0,125.0,110.0,1384.0,0.869698822498322,0.9519132392060572,-0.18739315867424,-0.272614300251007,0.0,0.0,0.0,SÂRBU,Daciana Octavia
644,96988,EUL_NGL,#990000,Latvia,LVA,alfreds_rubiks,559.0,"RUBIKS, Alfreds",560.0,"RUBIKS, Alfreds",Latvia,Politisko partiju apvienība 'Saskaņas centrs',Confederal Group of the European United Left - Nordic Green Left,3027.0,879.0,438.0,1135.0,0.639659404754639,0.759627669282716,-0.885081589221954,-0.24121850728988606,0.0,0.0,0.0,RUBIKS,Alfreds
645,28279,S_D,#FF0000,Lithuania,LTU,justas_vincas_paleckis,492.0,"PALECKIS, Justas Vincas",493.0,"PALECKIS, Justas Vincas",Lithuania,Lietuvos socialdemokratų partija,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2957.0,70.0,146.0,1171.0,0.867034077644348,0.950276243093923,-0.197982966899872,-0.225484937429428,0.0,0.0,0.0,PALECKIS,Justas Vincas
646,97016,NI,#DDDDDD,Austria,AUT,angelika_werthmann,706.0,"WERTHMANN, Angelika",707.0,"WERTHMANN, Angelika",Austria,-,Non-attached Members,3465.0,524.0,535.0,1109.0,0.6497260332107541,0.812000710101189,-0.16457962989807098,0.626307308673859,0.0,0.0,0.0,WERTHMANN,Angelika
647,96650,EUL_NGL,#990000,Germany,DEU,lothar_bisky,62.0,"BISKY, Lothar",63.0,"BISKY, Lothar",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,1874.0,422.0,274.0,706.0,0.6759632229804989,0.787545787545788,-0.8165882229804989,0.0323401167988777,0.0,0.0,0.0,BISKY,Lothar
648,28370,S_D,#FF0000,Italy,ITA,vittorio_prodi,527.0,"PRODI, Vittorio",528.0,"PRODI, Vittorio",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3568.0,103.0,142.0,1468.0,0.871727287769318,0.953607271350123,-0.18763096630573295,-0.285998165607452,0.0,0.0,0.0,PRODI,Vittorio
649,1928,EPP,#80BFFF,Germany,DEU,werner_langen,375.0,"LANGEN, Werner",376.0,"LANGEN, Werner",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3574.0,177.0,96.0,2239.0,0.874956130981445,0.955142951035163,-0.008682765997946259,-0.871839940547943,0.0,0.0,0.0,LANGEN,Werner
650,28493,EFD,#FF9900,UnitedKingdom,GBR,derek_roland_clark,117.0,"CLARK, Derek Roland",118.0,"CLARK, Derek Roland",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,487.0,575.0,247.0,2834.0,0.700821816921234,0.8015930485155679,0.8531653881073001,0.5216403603553771,0.0,0.0,0.0,CLARK,Derek Roland
651,4265,S_D,#FF0000,Sweden,SWE,göran_färm,192.0,"FÄRM, Göran",193.0,"FÄRM, Göran",Sweden,Arbetarepartiet- Socialdemokraterna,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3710.0,372.0,189.0,1515.0,0.782250881195068,0.903041825095057,-0.19776576757431,0.198928207159042,0.0,0.0,0.0,FÄRM,Göran
652,96703,S_D,#FF0000,Denmark,DNK,emilie_turunen,671.0,"TURUNEN, Emilie",672.0,"TURUNEN, Emilie",Denmark,Socialdemokratiet,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3347.0,363.0,222.0,1202.0,0.7765195369720459,0.886053759252045,-0.25958439707756004,0.503156244754791,0.0,0.0,0.0,TURUNEN,Emilie
653,4429,S_D,#FF0000,Luxembourg,LUX,robert_goebbels,233.0,"GOEBBELS, Robert",234.0,"GOEBBELS, Robert",Luxembourg,Parti ouvrier socialiste luxembourgeois,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2991.0,573.0,333.0,1316.0,0.667046844959259,0.8262037214655671,-0.124140523374081,-0.221255376935005,0.0,0.0,0.0,GOEBBELS,Robert
654,5729,S_D,#FF0000,Belgium,BEL,kathleen_van_brempt,683.0,"VAN BREMPT, Kathleen",684.0,"VAN BREMPT, Kathleen",Belgium,Socialistische Partij.Anders,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3941.0,166.0,194.0,1520.0,0.856284379959106,0.938154956193094,-0.216912865638733,0.0113651743158698,0.0,0.0,0.0,VAN BREMPT,Kathleen
655,1253,EPP,#80BFFF,Germany,DEU,hans-gert_pöttering,524.0,"PÖTTERING, Hans-Gert",525.0,"PÖTTERING, Hans-Gert",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3354.0,93.0,81.0,1955.0,0.910701990127563,0.9682655480576328,-0.015546384267509,-0.99987918138504,0.0,0.0,0.0,PÖTTERING,Hans-Gert
656,96793,ECR,#0000FF,Poland,POL,paweł_robert_kowal,357.0,"KOWAL, Paweł Robert",358.0,"KOWAL, Paweł Robert",Poland,Polska Razem Jarosława Gowina,European Conservatives and Reformists Group,2030.0,301.0,377.0,2666.0,0.73537415266037,0.8738369929289169,0.13402746617794,0.417603969573975,0.0,0.0,0.0,KOWAL,Paweł Robert
657,28331,EUL_NGL,#990000,CzechRepublic,CZE,jaromír_kohlíček,350.0,"KOHLÍČEK, Jaromír",351.0,"KOHLÍČEK, Jaromír",Czech Republic,Komunistická strana Čech a Moravy,Confederal Group of the European United Left - Nordic Green Left,2171.0,832.0,455.0,796.0,0.444317638874054,0.6974612129760229,-1.0,0.0,0.0,0.0,0.0,KOHLÍČEK,Jaromír
658,123792,S_D,#FF0000,Italy,ITA,giovanni_barbagallo,849.0,"BARBAGALLO, Giovanni",850.0,"BARBAGALLO, Giovanni",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,317.0,18.0,15.0,73.0,0.8522977232933041,0.9219858156028372,-0.19288244843483,-0.41969883441925,0.0,0.0,0.0,BARBAGALLO,Giovanni
659,1289,S_D,#FF0000,Ireland,IRL,proinsias_de_rossa,157.0,"DE ROSSA, Proinsias",158.0,"DE ROSSA, Proinsias",Ireland,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1282.0,36.0,34.0,564.0,0.892284512519836,0.963465553235908,-0.20590898394584695,-0.19486542046070104,0.0,0.0,0.0,DE ROSSA,Proinsias
660,96791,EPP,#80BFFF,Poland,POL,elżbieta_katarzyna_łukacijewska,404.0,"ŁUKACIJEWSKA, Elżbieta Katarzyna",405.0,"ŁUKACIJEWSKA, Elżbieta Katarzyna",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3485.0,123.0,104.0,2134.0,0.8979184627532959,0.9611700307902842,-0.012848106212914,-0.999917507171631,0.0,0.0,0.0,ŁUKACIJEWSKA,Elżbieta Katarzyna
661,28233,G_EFA,#009900,Germany,DEU,rebecca_harms,268.0,"HARMS, Rebecca",269.0,"HARMS, Rebecca",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3628.0,212.0,147.0,1438.0,0.8466836214065551,0.933824884792627,-0.38291862607002297,0.8007204532623291,0.0,0.0,0.0,HARMS,Rebecca
662,1907,S_D,#FF0000,Germany,DEU,barbara_weiler,704.0,"WEILER, Barbara",705.0,"WEILER, Barbara",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3899.0,205.0,176.0,1524.0,0.8546596169471741,0.934355616815989,-0.21719628572464,0.02538544498384,0.0,0.0,0.0,WEILER,Barbara
663,96817,EPP,#80BFFF,Italy,ITA,erminia_mazzoni,438.0,"MAZZONI, Erminia",439.0,"MAZZONI, Erminia",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),3261.0,110.0,131.0,1901.0,0.8750797510147091,0.955395150842125,-0.020710650831461,-0.963533759117126,0.0,0.0,0.0,MAZZONI,Erminia
664,96852,EUL_NGL,#990000,Germany,DEU,cornelia_ernst,182.0,"ERNST, Cornelia",183.0,"ERNST, Cornelia",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,2904.0,673.0,317.0,1148.0,0.6960188746452328,0.803649345497818,-0.787447333335876,0.0404703877866268,0.0,0.0,0.0,ERNST,Cornelia
665,96867,EPP,#80BFFF,Portugal,PRT,maria_da_graça_carvalho,101.0,"CARVALHO, Maria Da Graça",102.0,"CARVALHO, Maria Da Graça",Portugal,Partido Social Democrata,Group of the European People's Party (Christian Democrats),3662.0,128.0,206.0,2060.0,0.862731218338013,0.944848084544254,-0.0341816060245037,-0.8094335794448849,0.0,0.0,0.0,CARVALHO,Maria Da Graça
666,96684,S_D,#FF0000,Finland,FIN,liisa_jaakonsaari,306.0,"JAAKONSAARI, Liisa",307.0,"JAAKONSAARI, Liisa",Finland,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4124.0,134.0,238.0,1555.0,0.8562762141227719,0.938522558254834,-0.2017542719841,-0.122954279184341,0.0,0.0,0.0,JAAKONSAARI,Liisa
667,1993,EPP,#80BFFF,Spain,ESP,carmen_fraga_estévez,210.0,"FRAGA ESTÉVEZ, Carmen",211.0,"FRAGA ESTÉVEZ, Carmen",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3247.0,127.0,87.0,1986.0,0.893805027008057,0.9607123187075453,-0.0112505676224828,-0.999936699867249,0.0,0.0,0.0,FRAGA ESTÉVEZ,Carmen
668,96664,ECR,#0000FF,Denmark,DNK,anna_rosbach,554.0,"ROSBACH, Anna",555.0,"ROSBACH, Anna",Denmark,Miljøpartiet Fokus,European Conservatives and Reformists Group,1805.0,412.0,463.0,2502.0,0.657301664352417,0.831146275569278,0.118434488773346,0.963875114917755,0.0,0.0,0.0,ROSBACH,Anna
669,96740,G_EFA,#009900,France,FRA,yannick_jadot,308.0,"JADOT, Yannick",309.0,"JADOT, Yannick",France,Europe Écologie,Group of the Greens/European Free Alliance,3873.0,238.0,162.0,1545.0,0.844240963459015,0.9312478514953588,-0.384949743747711,0.772769689559937,0.0,0.0,0.0,JADOT,Yannick
670,28266,ALDE,#FFFF00,Netherlands,NLD,sophia_in_'t_veld,299.0,"VELD, Sophia in 't",300.0,"VELD, Sophia in 't",Netherlands,Democraten 66,Group of the Alliance of Liberals and Democrats for Europe,3742.0,476.0,240.0,1745.0,0.7659662365913391,0.884571981299371,-0.103752382099628,0.4029668569564821,0.0,0.0,0.0,VELD,Sophia in 't
671,96882,EPP,#80BFFF,Austria,AUT,elisabeth_köstinger,355.0,"KÖSTINGER, Elisabeth",356.0,"KÖSTINGER, Elisabeth",Austria,Österreichische Volkspartei,Group of the European People's Party (Christian Democrats),3790.0,196.0,203.0,2164.0,0.841564238071442,0.937195025971982,-0.0319129191339016,-0.779097497463226,0.0,0.0,0.0,KÖSTINGER,Elisabeth
672,96805,EFD,#FF9900,UnitedKingdom,GBR,paul_nuttall,478.0,"NUTTALL, Paul",479.0,"NUTTALL, Paul",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,294.0,370.0,98.0,1556.0,0.6989180445671078,0.798101811906816,0.860814273357391,0.5089192390441889,0.0,0.0,0.0,NUTTALL,Paul
673,4541,ALDE,#FFFF00,UnitedKingdom,GBR,elizabeth_lynne,407.0,"LYNNE, Elizabeth",408.0,"LYNNE, Elizabeth",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,1071.0,92.0,85.0,446.0,0.7774444818496701,0.8955135773317591,-0.104138441383839,0.415496826171875,0.0,0.0,0.0,LYNNE,Elizabeth
674,118860,S_D,#FF0000,Malta,MLT,claudette_abela_baldacchino,821.0,"ABELA BALDACCHINO, Claudette",822.0,"ABELA BALDACCHINO, Claudette",Malta,Partit Laburista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1542.0,146.0,61.0,554.0,0.728319346904755,0.910117238384716,-0.154158920049667,-0.0758771374821663,0.0,0.0,0.0,ABELA BALDACCHINO,Claudette
675,5737,EPP,#80BFFF,France,FRA,dominique_vlasto,696.0,"VLASTO, Dominique",697.0,"VLASTO, Dominique",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),2645.0,94.0,114.0,1489.0,0.876674890518188,0.9520958083832328,-0.022247526794672,-0.929448127746582,0.0,0.0,0.0,VLASTO,Dominique
676,96986,S_D,#FF0000,Spain,ESP,josefa_andrés_barea,12.0,"ANDRÉS BAREA, Josefa",13.0,"ANDRÉS BAREA, Josefa",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4052.0,166.0,200.0,1561.0,0.8573310971260071,0.938785750125439,-0.18898674845695496,-0.311399936676025,0.0,0.0,0.0,ANDRÉS BAREA,Josefa
677,108570,G_EFA,#009900,Sweden,SWE,amelia_andersdotter,774.0,"ANDERSDOTTER, Amelia",775.0,"ANDERSDOTTER, Amelia",Sweden,Piratpartiet,Group of the Greens/European Free Alliance,2001.0,185.0,130.0,812.0,0.7642008066177371,0.899296675191816,-0.347633868455887,0.937630414962769,0.0,0.0,0.0,ANDERSDOTTER,Amelia
678,23785,EPP,#80BFFF,Poland,POL,andrzej_grzyb,251.0,"GRZYB, Andrzej",252.0,"GRZYB, Andrzej",Poland,Polskie Stronnictwo Ludowe,Group of the European People's Party (Christian Democrats),3486.0,176.0,106.0,2170.0,0.88322901725769,0.9525092623779052,-0.00691079115495086,-0.999976217746735,0.0,0.0,0.0,GRZYB,Andrzej
679,2002,EPP,#80BFFF,Spain,ESP,josé_ignacio_salafranca_sánchez-neyra,562.0,"SALAFRANCA SÁNCHEZ-NEYRA, José Ignacio",563.0,"SALAFRANCA SÁNCHEZ-NEYRA, José Ignacio",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3424.0,155.0,91.0,2133.0,0.885656774044037,0.957608133723936,-0.010051541030407,-0.9999495148658748,0.0,0.0,0.0,SALAFRANCA SÁNCHEZ-NEYRA,José Ignacio
680,114279,S_D,#FF0000,France,FRA,isabelle_thomas,806.0,"THOMAS, Isabelle",807.0,"THOMAS, Isabelle",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2296.0,92.0,135.0,839.0,0.8289641737937931,0.9324806662700772,-0.19151312112808205,-0.31017529964446994,0.0,0.0,0.0,THOMAS,Isabelle
681,37676,EUL_NGL,#990000,Denmark,DNK,søren_bo_søndergaard,610.0,"SØNDERGAARD, Søren Bo",611.0,"SØNDERGAARD, Søren Bo",Denmark,Folkebevægelsen mod EU,Confederal Group of the European United Left - Nordic Green Left,1978.0,770.0,344.0,872.0,0.6393091082572939,0.7189707366296669,-0.90887725353241,0.417063742876053,0.0,0.0,0.0,SØNDERGAARD,Søren Bo
682,28336,EUL_NGL,#990000,CzechRepublic,CZE,věra_flasarová,844.0,"FLASAROVÁ, Věra",845.0,"FLASAROVÁ, Věra",Czech Republic,Komunistická strana Čech a Moravy,Confederal Group of the European United Left - Nordic Green Left,637.0,232.0,113.0,151.0,0.4400895833969121,0.6954986760812,-1.0,0.0,0.0,0.0,0.0,FLASAROVÁ,Věra
683,38398,EPP,#80BFFF,Netherlands,NLD,esther_de_lange,374.0,"LANGE, Esther de",375.0,"LANGE, Esther de",Netherlands,Christen Democratisch Appèl,Group of the European People's Party (Christian Democrats),2932.0,211.0,177.0,1616.0,0.806610643863678,0.921393841166937,-0.0336248800158501,-0.396145731210709,0.0,0.0,0.0,LANGE,Esther de
684,96826,EPP,#80BFFF,Hungary,HUN,tamás_deutsch,161.0,"DEUTSCH, Tamás",162.0,"DEUTSCH, Tamás",Hungary,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,Group of the European People's Party (Christian Democrats),2635.0,171.0,98.0,1605.0,0.8425127267837521,0.940341539143934,-0.0180445704609156,-0.8328352570533749,0.0,0.0,0.0,DEUTSCH,Tamás
685,96896,EPP,#80BFFF,France,FRA,marielle_gallo,215.0,"GALLO, Marielle",216.0,"GALLO, Marielle",France,Union des Démocrates et Indépendants,Group of the European People's Party (Christian Democrats),3467.0,149.0,169.0,1981.0,0.87019282579422,0.944849115504683,-0.0285969953984022,-0.940795719623566,0.0,0.0,0.0,GALLO,Marielle
686,96709,ALDE,#FFFF00,Denmark,DNK,morten_løkkegaard,395.0,"LØKKEGAARD, Morten",396.0,"LØKKEGAARD, Morten",Denmark,"Venstre, Danmarks Liberale Parti",Group of the Alliance of Liberals and Democrats for Europe,3168.0,497.0,233.0,1506.0,0.7324013710021969,0.864914877868246,-0.078715555369854,0.380341231822968,0.0,0.0,0.0,LØKKEGAARD,Morten
687,112760,EUL_NGL,#990000,Croatia,HRV,nikola_vuljanić,837.0,"VULJANIĆ, Nikola",838.0,"VULJANIĆ, Nikola",Croatia,Hrvatski laburisti - stranka rada,Confederal Group of the European United Left - Nordic Green Left,1151.0,280.0,142.0,332.0,0.664909243583679,0.7784776902887142,-0.864922225475311,-0.429902851581573,0.0,0.0,0.0,VULJANIĆ,Nikola
688,28126,EPP,#80BFFF,Sweden,SWE,christofer_fjellner,201.0,"FJELLNER, Christofer",202.0,"FJELLNER, Christofer",Sweden,Moderata Samlingspartiet,Group of the European People's Party (Christian Democrats),2551.0,645.0,298.0,1557.0,0.662756621837616,0.813304296178974,0.0119459731504321,0.123296163976192,0.0,0.0,0.0,FJELLNER,Christofer
689,96741,EUL_NGL,#990000,Germany,DEU,sabine_wils,712.0,"WILS, Sabine",713.0,"WILS, Sabine",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,2809.0,769.0,364.0,1096.0,0.674162566661835,0.775109170305677,-0.825520038604736,0.0788403674960136,0.0,0.0,0.0,WILS,Sabine
690,96762,EPP,#80BFFF,Germany,DEU,joachim_zeller,728.0,"ZELLER, Joachim",729.0,"ZELLER, Joachim",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3140.0,302.0,134.0,2041.0,0.808351278305054,0.9223784938579308,-0.00220781238749623,-0.5892895460128779,0.0,0.0,0.0,ZELLER,Joachim
692,33570,ALDE,#FFFF00,UnitedKingdom,GBR,sharon_bowles,76.0,"BOWLES, Sharon",77.0,"BOWLES, Sharon",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,3368.0,426.0,227.0,1610.0,0.770049870014191,0.88403480731664,-0.0889499858021736,0.413654506206512,0.0,0.0,0.0,BOWLES,Sharon
693,96761,EPP,#80BFFF,Germany,DEU,axel_voss,697.0,"VOSS, Axel",698.0,"VOSS, Axel",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3508.0,193.0,79.0,2218.0,0.876138269901276,0.9546515505168393,-0.00553994067013264,-0.90257853269577,0.0,0.0,0.0,VOSS,Axel
694,96659,EPP,#80BFFF,Hungary,HUN,jános_áder,1.0,"ÁDER, János",2.0,"ÁDER, János",Hungary,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,Group of the European People's Party (Christian Democrats),1433.0,72.0,73.0,822.0,0.855877459049225,0.939583333333333,-0.0154178682714701,-0.880695998668671,0.0,0.0,0.0,ÁDER,János
695,23821,EPP,#80BFFF,Hungary,HUN,józsef_szájer,637.0,"SZÁJER, József",638.0,"SZÁJER, József",Hungary,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,Group of the European People's Party (Christian Democrats),3701.0,51.0,33.0,2250.0,0.940266668796539,0.986081193040596,-0.0131762763485312,-0.999913275241852,0.0,0.0,0.0,SZÁJER,József
696,28288,EPP,#80BFFF,Poland,POL,jan_olbrycht,482.0,"OLBRYCHT, Jan",483.0,"OLBRYCHT, Jan",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3423.0,161.0,93.0,2123.0,0.8956712484359741,0.956206896551724,-0.007598452735692259,-0.999971210956573,0.0,0.0,0.0,OLBRYCHT,Jan
697,96868,G_EFA,#009900,France,FRA,karima_delli,153.0,"DELLI, Karima",154.0,"DELLI, Karima",France,Europe Écologie,Group of the Greens/European Free Alliance,3689.0,215.0,142.0,1408.0,0.8477652668952941,0.9345434543454352,-0.384985625743866,0.7873076796531681,0.0,0.0,0.0,DELLI,Karima
698,96678,EPP,#80BFFF,Sweden,SWE,alf_svensson,633.0,"SVENSSON, Alf",634.0,"SVENSSON, Alf",Sweden,Kristdemokraterna,Group of the European People's Party (Christian Democrats),3085.0,620.0,373.0,1857.0,0.690444648265839,0.832687447346251,0.00120328378397971,0.0492944642901421,0.0,0.0,0.0,SVENSSON,Alf
699,96739,G_EFA,#009900,Germany,DEU,reinhard_bütikofer,90.0,"BÜTIKOFER, Reinhard",91.0,"BÜTIKOFER, Reinhard",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3342.0,202.0,156.0,1332.0,0.828639686107635,0.928855325914149,-0.358618587255478,0.786547303199768,0.0,0.0,0.0,BÜTIKOFER,Reinhard
700,96718,S_D,#FF0000,CzechRepublic,CZE,olga_sehnalová,591.0,"SEHNALOVÁ, Olga",592.0,"SEHNALOVÁ, Olga",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4088.0,108.0,113.0,1589.0,0.887703776359558,0.9625296710749408,-0.19072058796882604,-0.266564607620239,0.0,0.0,0.0,SEHNALOVÁ,Olga
701,4544,ALDE,#FFFF00,UnitedKingdom,GBR,diana_wallis,699.0,"WALLIS, Diana",700.0,"WALLIS, Diana",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,1022.0,103.0,73.0,469.0,0.779106318950653,0.8944211157768449,-0.10602854937315,0.368851512670517,0.0,0.0,0.0,WALLIS,Diana
702,96769,EUL_NGL,#990000,Germany,DEU,jürgen_klute,347.0,"KLUTE, Jürgen",348.0,"KLUTE, Jürgen",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,3048.0,659.0,336.0,1183.0,0.6984902024269101,0.8096058170685041,-0.797314882278442,0.00101527641527355,0.0,0.0,0.0,KLUTE,Jürgen
703,96708,G_EFA,#009900,Spain,ESP,oriol_junqueras_vies,321.0,"JUNQUERAS VIES, Oriol",322.0,"JUNQUERAS VIES, Oriol",Spain,Esquerra Republicana de Catalunya,Group of the Greens/European Free Alliance,1291.0,58.0,84.0,487.0,0.8277218341827389,0.926041666666667,-0.353811323642731,0.858165085315704,0.0,0.0,0.0,JUNQUERAS VIES,Oriol
704,39321,S_D,#FF0000,Spain,ESP,vicente_miguel_garcés_ramón,776.0,"GARCÉS RAMÓN, Vicente Miguel",777.0,"GARCÉS RAMÓN, Vicente Miguel",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2373.0,102.0,155.0,948.0,0.846340298652649,0.928172163219676,-0.187774479389191,-0.31634247303009005,0.0,0.0,0.0,GARCÉS RAMÓN,Vicente Miguel
705,1183,S_D,#FF0000,Germany,DEU,dagmar_roth-behrendt,556.0,"ROTH-BEHRENDT, Dagmar",557.0,"ROTH-BEHRENDT, Dagmar",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2770.0,182.0,97.0,1032.0,0.846149206161499,0.9316344033325172,-0.209943488240242,0.011144133284688,0.0,0.0,0.0,ROTH-BEHRENDT,Dagmar
