"Vote.Id" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Type.of.Vote" "Rule" "Rapporteur" "Link" "Committee" "Policy.Area" "Part.no" "Subject" "Am.no" "Author" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Excluded"
"3905" 3906 11 1 "3/11/2008" "Common organisation of agricultural markets and specific provisions for certain agricultural products" "*" "Leg" "Report" "s" " PARISH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "AGRI" "Agriculture" "" "Single vote" "" "" "RCV" "+" "560" 40 19 0
"3906" 3907 11 2 "3/11/2008" "Common organisation of agricultural markets and specific provisions for certain agricultural products" "*" "Leg" "Report" "s" " PARISH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "AGRI" "Agriculture" "" "Single vote" "" "" "RCV" "+" "566" 33 13 0
"3907" 3908 11 1 "3/11/2008" "Statistical classification of economic activities in the EC" "***I" "Leg" "Report" "s" "GERINGER de OEDENBERG" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "JURI" "Juridical affairs" "" "Single vote" "" "" "RCV" "+" "602" 12 11 0
"3908" 3909 11 1 "3/11/2008" "Identification and registration of pigs" "*" "Leg" "Report" "s" "GERINGER de OEDENBERG" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "JURI" "Juridical affairs" "" "Single vote" "" "" "RCV" "+" "598" 9 18 0
"3909" 3910 11 1 "3/11/2008" "Marketing of vegetable propagating and planting material, other than seed" "*" "Leg" "Report" "s" "GERINGER de OEDENBERG" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "JURI" "Juridical affairs" "" "Single vote" "" "" "RCV" "+" "596" 15 13 0
"3910" 3911 11 1 "3/11/2008" "Common rules in the field of civil aviation security" "***III" "Leg" "Report" "s" "COSTA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "" "Transport & tourism" "" "vote: legislative resolution" "" "" "RCV" "+" "583" 21 35 0
"3911" 3912 11 1 "3/11/2008" "European Institute of Innovation and Technology" "***II" "Leg" "Recommendation for second reading" "q" "PAASILINA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "ITRE" "Industry, research & energy" "" "Proposal to reject the common position" "1" "Verts/ALE" "RCV" "-" "127" 499 15 0
"3912" 3913 11 1 "3/11/2008" "Mobilisation of the European Union's Solidarity Fund" "" "Bud" "Report" "q" "BÖGE" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "BUDG" "Budget" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "626" 7 10 0
"3913" 3914 11 1 "3/11/2008" "Amending budget No 1/2008 - Solidarity Fund" "" "Bud" "Report" "s" "VIRRANKOSKI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "BUDG" "Budget" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "617" 11 17 0
"3914" 3915 11 1 "3/11/2008" "EC-Guinea-Bissau Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "CAPOULAS SANTOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Proposal to reject the Commission proposal" "7" "IND/DEM" "RCV" "-" "62" 529 51 0
"3915" 3916 11 2 "3/11/2008" "EC-Guinea-Bissau Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "CAPOULAS SANTOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Article 2, after § 2" "8" "IND/DEM" "RCV" "-" "96" 525 26 0
"3916" 3917 11 3 "3/11/2008" "EC-Guinea-Bissau Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "CAPOULAS SANTOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Vote: legislative resolution" "" "" "RCV" "+" "559" 61 16 0
"3917" 3918 11 1 "3/11/2008" "EC-Côte d’Ivoire Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "VARELA SUANZES-CARPEGNA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Proposal to reject the Commission proposal" "7" "IND/DEM" "RCV" "-" "59" 538 48 0
"3918" 3919 11 2 "3/11/2008" "EC-Côte d’Ivoire Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "VARELA SUANZES-CARPEGNA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Article 2, after § 2" "8" "IND/DEM" "RCV" "-" "90" 535 21 0
"3919" 3920 11 3 "3/11/2008" "EC-Côte d’Ivoire Fisheries Partnership Agreement" "*" "Leg" "Report" "s" "VARELA SUANZES-CARPEGNA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "PECH" "Fisheries" "" "Vote: legislative resolution" "" "" "RCV" "+" "568" 65 17 0
"3920" 3921 11 1 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "" "§ 4, point (b)" "3" "Verts/ALE" "RCV" "-" "72" 551 21 0
"3921" 3922 11 2 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "" "After § 5" "5" "Verts/ALE" "RCV" "+" "330" 307 11 0
"3922" 3923 11 3 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "1" "After § 6" "6" "Verts/ALE" "RCV" "-" "262" 375 14 0
"3923" 3924 11 4 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "2" "After § 6" "6" "Verts/ALE" "RCV" "-" "103" 517 26 0
"3924" 3925 11 5 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "" "§ 11" "1" "PPE-DE" "RCV" "-" "265" 338 48 0
"3925" 3926 11 6 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "1" "After § 18" "2" "Verts/ALE" "RCV" "+" "335" 286 22 0
"3926" 3927 11 7 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "2" "After § 18" "2" "Verts/ALE" "RCV" "-" "92" 522 18 0
"3927" 3928 11 8 "3/11/2008" "Sustainable European transport policy" "" "Non" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080311&secondRef=TOC" "TRANS" "Transport & tourism" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "542" 79 26 0
"3928" 3929 12 1 "3/12/2008" "Energy statistics " "***I" "Leg" "Report" "s" "TURMES" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "ITRE" "Industry, research & energy" "" "Vote: legislative resolution" "" "" "RCV" "+" "619" 18 14 0
"3929" 3930 12 1 "3/12/2008" "Statistics on plant protection products" "***I" "Leg" "Report" "s" "STAES" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "ENVI" "Environment & public health" "" "Vote: amended proposal" "" "" "RCV" "+" "653" 10 13 0
"3930" 3931 12 2 "3/12/2008" "Statistics on plant protection products" "***I" "Leg" "Report" "s" "STAES" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "ENVI" "Environment & public health" "" "Vote: legislative resolution" "" "" "RCV" "+" "556" 8 10 0
"3931" 3932 12 1 "3/12/2008" "Common organisation of agricultural markets and specific provisions for certain agricultural products as regards the national quotas for milk" "*" "Leg" "Report" "s" "JEGGLE" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "Block 1" "18-20" "UEN" "RCV" "-" "209" 449 17 0
"3932" 3933 12 2 "3/12/2008" "Common organisation of agricultural markets and specific provisions for certain agricultural products as regards the national quotas for milk" "*" "Leg" "Report" "s" "JEGGLE" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "Vote: amended proposal" "" "" "RCV" "+" "543" 106 25 0
"3933" 3934 12 3 "3/12/2008" "Common organisation of agricultural markets and specific provisions for certain agricultural products as regards the national quotas for milk" "*" "Leg" "Report" "s" "JEGGLE" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "Vote: legislative resolution" "" "" "RCV" "+" "541" 103 22 0
"3934" 3935 12 1 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 1" "21" "GUE/NGL" "RCV" "-" "152" 504 9 0
"3935" 3936 12 2 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 2" "§" "Original text" "RCV" "+" "547" 81 16 0
"3936" 3937 12 3 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 3" "22" "GUE/NGL" "RCV" "-" "97" 566 13 0
"3937" 3938 12 4 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 5" "23" "GUE/NGL" "RCV" "+" "421" 233 8 0
"3938" 3939 12 5 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 15" "24" "GUE/NGL" "RCV" "-" "246" 405 19 0
"3939" 3940 12 6 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 16" "§" "Original text" "RCV" "+" "456" 163 52 0
"3940" 3941 12 7 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 21" "25" "GUE/NGL" "RCV" "-" "64" 577 13 0
"3941" 3942 12 8 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 21" "17" "UEN" "RCV" "-" "167" 501 14 0
"3942" 3943 12 9 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 25" "18" "UEN" "RCV" "-" "324" 328 11 0
"3943" 3944 12 10 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 31" "15" "+ 40 Members" "RCV" "-" "258" 397 20 0
"3944" 3945 12 11 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 31" "34" "GUE/NGL" "RCV" "-" "181" 488 10 0
"3945" 3946 12 12 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 56" "26" "GUE/NGL" "RCV" "-" "99" 568 6 0
"3946" 3947 12 13 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 67" "19D" "UEN" "RCV" "-" "96" 549 32 0
"3947" 3948 12 14 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 70" "27" "GUE/NGL" "RCV" "-" "122" 540 20 0
"3948" 3949 12 15 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "1" "§ 70" "§" "Original text" "RCV" "+" "566" 78 11 0
"3949" 3950 12 16 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "2" "§ 70" "§" "Original text" "RCV" "+" "424" 215 12 0
"3950" 3951 12 17 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "§ 79" "20" "UEN" "RCV" "-" "182" 466 31 0
"3951" 3952 12 18 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 91" "29" "GUE/NGL" "RCV" "+" "384" 283 7 0
"3952" 3953 12 19 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "after § 104" "30" "GUE/NGL" "RCV" "-" "185" 455 23 0
"3953" 3954 12 20 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "1" "§ 109" "§" "Original text" "RCV" "+" "568" 96 9 0
"3954" 3955 12 21 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "2" "§ 109" "§" "Original text" "RCV" "+" "449" 201 13 0
"3955" 3956 12 22 "3/12/2008" "CAP ‘Health Check’" "" "Non" "Report" "s" "GOEPEL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "Vote: resolution (text as a whole)" "" "" "RCV" "+" "510" 88 81 0
"3956" 3957 12 1 "3/12/2008" "The situation of women in rural areas of the EU" "" "Non" "Report" "s" "KLASS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "FEMM" "Gender equality" "" "Vote: resolution (text as a whole)" "" "" "RCV" "+" "601" 25 39 0
"3957" 3958 12 1 "3/12/2008" "Sustainable agriculture and biogas: review of EU legislation" "" "Non" "Report" "s" "TABAJDI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080312&secondRef=TOC" "AGRI" "Agriculture" "" "Vote: resolution (text as a whole)" "" "" "RCV" "+" "606" 24 12 0
"3958" 3959 13 1 "3/13/2008" "Global Energy Efficiency and Renewable Energy Fund" "" "Non" "Report" "s" "TURMES" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ITRE" "Industry, research & energy" "" "Single vote" "" "" "RCV" "+" "343" 11 11 0
"3959" 3960 13 1 "3/13/2008" "The challenge of EU Development Cooperation Policy for the new Member States" "" "Non" "Report" "s" "BUDREIKAIT?" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Single vote" "" "" "RCV" "+" "378" 11 16 0
"3960" 3961 13 1 "3/13/2008" "Enhancing the quality of life of older people" "***I" "Leg" "Report" "s" "GILL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ITRE" "Industry, research & energy" "" "Vote: legislative resolution" "" "" "RCV" "+" "431" 10 8 0
"3961" 3962 13 1 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Amendments by the committee responsible – separate votes" "1" "Committee" "RCV" "+" "417" 61 3 0
"3962" 3963 13 2 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Amendments by the committee responsible – separate votes" "2" "Committee" "RCV" "+" "429" 51 7 0
"3963" 3964 13 3 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Amendments by the committee responsible – separate votes" "3" "Committee" "RCV" "+" "449" 47 5 0
"3964" 3965 13 4 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Article 18a(9), subpara. 2" "16" "Committee" "RCV" "+" "509" 7 20 0
"3965" 3966 13 5 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Annex I, Table A" "25" "Verts/ALE" "RCV" "-" "68" 336 134 0
"3966" 3967 13 6 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Annex I, Table A, note " "26" "Verts/ALE" "RCV" "-" "54" 352 142 0
"3967" 3968 13 7 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Annex I, Table A, note " "19" "Committee" "RCV" "+" "438" 82 18 0
"3968" 3969 13 8 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "1" "After recital 10" "7" "Committee" "RCV" "+" "504" 35 9 0
"3969" 3970 13 9 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "2" "After recital 10" "7" "Committee" "RCV" "+" "430" 111 8 0
"3970" 3971 13 10 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Vote: amended proposal" "" "" "RCV" "+" "453" 68 35 0
"3971" 3972 13 11 "3/13/2008" "Taxation of unleaded petrol and gas oil" "*" "Leg" "Report" "s" "SCHMIDT" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "ECON" "Economics" "" "Vote: legislative resolution" "" "" "RCV" "+" "447" 64 39 0
"3972" 3973 13 1 "3/13/2008" "The European Union's role in Iraq" "" "Non" "Report" "s" "GOMES" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "AFET" "Foreign & security policy" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "506" 25 26 0
"3973" 3974 13 1 "3/13/2008" "European Code of Conduct on Arms Exports" "" "Non" "Joint motion for a resolution" "s" "PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "" "International trade" "" "After § 3" "1" "GUE/NGL" "RCV" "-" "80" 471 6 0
"3974" 3975 13 2 "3/13/2008" "European Code of Conduct on Arms Exports" "" "Non" "Joint motion for a resolution" "s" "PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "" "International trade" "" "After § 3" "2" "GUE/NGL" "RCV" "-" "74" 467 4 0
"3975" 3976 13 3 "3/13/2008" "European Code of Conduct on Arms Exports" "" "Non" "Joint motion for a resolution" "s" "PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "" "International trade" "" "After § 3" "3" "GUE/NGL" "RCV" "-" "77" 455 9 0
"3976" 3977 13 1 "3/13/2008" "The particular situation of women in prison and the impact of the imprisonment of parents on social and family life" "" "Non" "Report" "s" "PANAYOTOPOULOS-CASSIOTOU" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "FEMM" "Gender equality" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "492" 24 37 0
"3977" 3978 13 1 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "§ 28" "7D" "UEN" "RCV" "-" "159" 353 28 0
"3978" 3979 13 2 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "§ 29" "15" "PPE-DE" "RCV" "-" "72" 456 22 0
"3979" 3980 13 3 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "§ 29" "8" "UEN" "RCV" "-" "154" 358 23 0
"3980" 3981 13 4 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "§ 39" "9" "UEN" "RCV" "-" "164" 353 28 0
"3981" 3982 13 5 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Citation 21" "1D" "UEN" "RCV" "-" "167" 336 27 0
"3982" 3983 13 6 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Citation 29" "2S=
14D=
" "UEN
PPE-DE
" "RCV" "-" "182" 330 30 0
"3983" 3984 13 7 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Recital C" "3D" "UEN" "RCV" "-" "167" 340 36 0
"3984" 3985 13 8 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Recital M" "4D" "UEN" "RCV" "-" "150" 349 36 0
"3985" 3986 13 9 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Recital M" "10" "PPE-DE" "RCV" "-" "176" 336 25 0
"3986" 3987 13 10 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Recital V" "5" "UEN" "RCV" "-" "158" 345 28 0
"3987" 3988 13 11 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Recital W" "6" "UEN" "RCV" "-" "161" 336 32 0
"3988" 3989 13 12 "3/13/2008" "Gender Equality and Women’s Empowerment in Development Cooperation" "" "Non" "Report" "s" "UCA" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20080313&secondRef=TOC" "DEVE" "Development" "" "Vote: resolution (as a whole)" "" "" "RCV" "+" "347" 136 44 0
